Customer_ID,Gender,Age,Lifetime_data_usage,Date_of_registration,Churn_date,Churn,Lifetime_money_spent,Plans_switch,Dependents,Plan_type,last_plan_used
55042165164,female,44,2566.5,31-08-2018,04-11-2022,1,16792,4,1,Prepaid,16
77740653828,male,42,4032,31-08-2018,,0,24552,2,1,Prepaid,21
26022941070,female,65,3168,31-08-2018,,0,20864,2,1,Prepaid,12
50547505857,male,56,4872,31-08-2018,,0,28012,2,1,Prepaid,15
34871451225,female,27,6200,31-08-2018,,0,53761,2,1,Postpaid,30
48714060245,male,20,784,31-08-2018,03-10-2019,1,5540,2,1,Prepaid,25
40720305136,female,43,6828,31-08-2018,11-11-2023,1,33217,2,1,Prepaid,10
51095777973,male,40,3421.5,31-08-2018,,0,22182,4,1,Prepaid,7
97164025960,female,54,3397,31-08-2018,,0,21533,2,1,Prepaid,7
40936514625,male,29,4270,31-08-2018,,0,27777,2,1,Prepaid,25
53272380434,female,50,1260,31-08-2018,15-07-2020,1,7875,2,1,Prepaid,2
74672376201,male,30,3198,31-08-2018,,0,19978,2,1,Prepaid,7
91036010489,male,28,4154,31-08-2018,,0,21932,2,1,Prepaid,4
10168488699,male,57,4512,31-08-2018,,0,26853,2,1,Postpaid,27
89832721698,male,53,1582,31-08-2018,24-05-2020,1,12705,2,1,Prepaid,15
41527005742,female,61,3437.5,31-08-2018,,0,24500,2,1,Prepaid,7
96416358870,male,30,2268,31-08-2018,20-05-2021,1,12771,2,1,Prepaid,13
80573458686,male,59,4704,31-08-2018,,0,25245,2,1,Prepaid,23
47704026844,male,64,3480,31-08-2018,02-12-2021,1,18952,2,1,Prepaid,23
56735566435,male,51,3772,31-08-2018,,0,37708,2,5,Postpaid,33
34445097964,female,57,4060,31-08-2018,,0,31206,2,2,Postpaid,31
48658901538,female,35,4590,31-08-2018,,0,24297,2,1,Prepaid,5
63977693201,female,43,4116,31-08-2018,,0,37220,2,2,Postpaid,31
28985497224,female,21,4776,31-08-2018,06-12-2022,1,27796,2,1,Prepaid,3
19185413332,female,21,3638,31-08-2018,,0,24145,2,1,Prepaid,14
19194143958,female,50,4242,31-08-2018,,0,28487,5,1,Prepaid,19
89740496133,female,32,3453,31-08-2018,,0,21988,2,1,Prepaid,7
20112369994,female,25,887.5,31-08-2018,27-01-2020,1,5890,2,1,Prepaid,16
37218174196,male,41,1778,31-08-2018,19-05-2021,1,12107,2,1,Prepaid,2
40363284123,female,44,2970,31-08-2018,,0,19239,1,1,Prepaid,12
16570584866,male,22,4032,31-08-2018,,0,24566,3,1,Prepaid,20
84800311151,female,59,4538,31-08-2018,,0,32826,5,1,Prepaid,22
16489094661,female,52,1764,31-08-2018,19-05-2020,1,14283,2,4,Postpaid,32
99687256867,female,65,3336,31-08-2018,,0,20964,2,1,Prepaid,12
18781164888,male,43,3457.5,31-08-2018,,0,21903,2,1,Prepaid,7
73893248720,male,31,168Unlimited Data168Unlimited Data5656115.570Unlimited DataUnlimited Data5670565670Unlimited Data5670Unlimited Data168115.5115.5Unlimited Data115.5168168115.5565656,31-08-2018,12-07-2022,1,22671,5,1,Prepaid,22
44966301780,male,34,3412.5,31-08-2018,,0,21720,2,1,Prepaid,16
20191115211,female,35,4228,31-08-2018,,0,24662,2,1,Prepaid,13
22449241852,male,43,4368,31-08-2018,,0,25112,2,1,Prepaid,21
93510043526,male,48,4084,31-08-2018,,0,25064,5,1,Prepaid,18
57644234893,female,58,3970,31-08-2018,,0,29963,2,1,Prepaid,20
79246734516,female,47,5256,31-08-2018,,0,28659,2,1,Prepaid,13
32813462306,male,65,3986,31-08-2018,,0,20811,2,1,Prepaid,5
40990979026,female,58,90Unlimited Data9090Unlimited Data9090Unlimited DataUnlimited Data9090Unlimited DataUnlimited DataUnlimited DataUnlimited DataUnlimited Data9090Unlimited Data9090Unlimited DataUnlimited DataUnlimited DataUnlimited Data90Unlimited Data90Unlimited Data9090Unlimited DataUnlimited DataUnlimited DataUnlimited Data90Unlimited Data9090Unlimited Data9090Unlimited Data9090909090Unlimited Data90Unlimited Data90Unlimited Data90Unlimited Data90Unlimited DataUnlimited DataUnlimited Data9090,31-08-2018,,0,53111,2,1,Postpaid,27
56957945731,female,61,3752,31-08-2018,,0,23452,4,1,Prepaid,18
38271792148,female,18,4676,31-08-2018,,0,40363,2,1,Prepaid,1
18508816802,female,21,3864,31-08-2018,,0,22906,2,1,Prepaid,24
73552481819,male,54,4216,31-08-2018,,0,25186,2,1,Prepaid,17
89843293768,female,29,5320,31-08-2018,,0,27606,2,1,Prepaid,10
54200046863,male,35,3504,31-08-2018,,0,21968,2,1,Prepaid,12
53866593231,female,42,3488,31-08-2018,,0,23536,2,1,Prepaid,8
97104207331,male,41,3864,31-08-2018,,0,23617,2,1,Prepaid,18
41682699590,female,22,3528,31-08-2018,,0,22197,2,1,Prepaid,1
10326713756,male,61,8840,31-08-2018,,0,65961,2,5,Postpaid,33
81747673725,female,61,6272,31-08-2018,,0,56512,2,1,Prepaid,9
68077823510,male,60,5740,31-08-2018,,0,45596,2,4,Postpaid,32
61364313852,male,23,3905,31-08-2018,,0,21146,5,1,Prepaid,7
19854348835,male,33,3696,31-08-2018,,0,23150,2,1,Prepaid,3
57459898135,female,27,3507,31-08-2018,,0,21934,2,1,Prepaid,16
22138554053,female,35,3392,31-08-2018,,0,26112,2,1,Postpaid,30
20239302653,male,40,4536,31-08-2018,,0,24225,2,1,Prepaid,10
70386865666,female,42,3384.5,31-08-2018,,0,22134,2,1,Prepaid,16
70783152154,male,47,3920,31-08-2018,,0,23884,2,1,Prepaid,18
52050808203,male,46,4816,31-08-2018,,0,26516,2,1,Prepaid,23
71356444147,female,62,3976,31-08-2018,,0,24918,5,1,Prepaid,23
99025188776,female,65,5320,31-08-2018,,0,28445,2,1,Prepaid,24
88606584418,male,43,4796,31-08-2018,,0,35308,2,1,Prepaid,19
21365238886,male,46,140140140Unlimited Data48140Unlimited Data1404814014048140140484814048Unlimited Data48484848140Unlimited Data14048Unlimited DataUnlimited Data,31-08-2018,17-09-2021,1,26887,3,1,Postpaid,29
88577656114,female,30,1998,31-08-2018,29-12-2020,1,11902,2,1,Postpaid,27
89929506961,male,53,3978,31-08-2018,,0,28313,3,1,Prepaid,19
70388449492,female,55,2977.5,31-08-2018,,0,19890,2,1,Prepaid,7
36998012396,male,44,4836,31-08-2018,02-03-2023,1,35762,4,1,Prepaid,16
56033685713,male,19,3864,31-08-2018,,0,22473,2,1,Prepaid,14
71870735632,male,65,4816,31-08-2018,,0,25051,2,1,Prepaid,14
36783042136,male,25,4032,31-08-2018,13-08-2023,1,23152,2,1,Prepaid,24
56493750141,male,50,70Unlimited Data70Unlimited Data70Unlimited DataUnlimited DataUnlimited Data70Unlimited DataUnlimited Data70Unlimited DataUnlimited DataUnlimited Data70Unlimited Data7070Unlimited DataUnlimited Data70Unlimited DataUnlimited DataUnlimited DataUnlimited Data7070707070Unlimited Data7070Unlimited DataUnlimited DataUnlimited DataUnlimited DataUnlimited Data70Unlimited DataUnlimited DataUnlimited Data70Unlimited DataUnlimited Data70Unlimited Data70Unlimited DataUnlimited Data70Unlimited DataUnlimited Data70707070Unlimited Data7070,31-08-2018,,0,59761,2,2,Postpaid,31
41618445166,male,54,3276,31-08-2018,,0,23211,2,1,Prepaid,22
73885144211,male,57,4350,31-08-2018,,0,25000,2,1,Prepaid,4
46872473482,male,43,3832.5,31-08-2018,,0,21894,2,1,Prepaid,7
28274756014,female,29,3976,31-08-2018,,0,24622,2,1,Prepaid,21
92830066522,male,24,4256,31-08-2018,,0,25146,2,1,Prepaid,24
75772216905,female,30,3928,31-08-2018,,0,20760,2,1,Prepaid,5
43186457118,male,63,3048,31-08-2018,,0,20337,2,1,Prepaid,12
34924746705,male,63,5082,31-08-2018,,0,34338,2,1,Prepaid,10
60144394709,male,52,112168Unlimited Data11242Unlimited Data4848Unlimited Data1684811242481684811216816816842421681684242Unlimited Data48424242112Unlimited DataUnlimited DataUnlimited Data168Unlimited Data48112,31-08-2018,,0,28807,5,1,Prepaid,14
37916832001,male,37,1932,31-08-2018,25-06-2020,1,12828,2,1,Prepaid,19
32009189666,male,22,4595,31-08-2018,,0,26597,5,1,Prepaid,5
35531561971,male,24,1540,31-08-2018,20-03-2020,1,10975,2,4,Postpaid,32
59869649258,male,20,3528,31-08-2018,,0,23347,2,1,Prepaid,2
39429003223,female,21,3270,31-08-2018,,0,20711,2,1,Prepaid,12
40481023227,male,56,2782.5,31-08-2018,05-03-2023,1,22500,2,2,Postpaid,31
84434235972,male,37,150150168210Unlimited DataUnlimited Data150168168168150168Unlimited Data168210168168168168168168168168Unlimited Data150168168168210,31-08-2018,,0,30143,5,1,Prepaid,19
22789757890,male,61,3810,31-08-2018,,0,21591,2,1,Prepaid,5
85336552443,male,63,1584,31-08-2018,23-01-2021,1,10363,2,1,Prepaid,21
73364202054,female,26,4356,31-08-2018,,0,26358,5,1,Prepaid,23
47664311254,female,42,2604,31-08-2018,24-11-2021,1,17382,2,1,Prepaid,19
39730247101,male,61,4312,31-08-2018,,0,27268,2,1,Prepaid,20
80056933719,male,41,3696,31-08-2018,16-08-2021,1,34532,2,5,Postpaid,33
50056511606,female,47,6990,31-08-2018,,0,59111,2,1,Postpaid,27
51793723910,male,48,4154,31-08-2018,,0,20986,2,1,Prepaid,6
64935556141,female,37,3340,31-08-2018,25-04-2023,1,17691,2,1,Prepaid,2
88460636903,female,44,3454.5,31-08-2018,,0,24775,2,1,Prepaid,16
85615207958,male,43,4304,31-08-2018,,0,22202,4,1,Prepaid,5
39974073273,male,34,3584,31-08-2018,,0,33600,2,2,Postpaid,31
89994339506,male,27,3621,31-08-2018,,0,22611,2,1,Prepaid,7
64402028038,male,49,3732,31-08-2018,,0,24337,2,1,Postpaid,27
87941267045,female,48,730,31-08-2018,23-07-2019,1,6101,2,2,Postpaid,31
61274044249,female,25,4430,31-08-2018,,0,23245,2,1,Prepaid,4
11616735693,male,27,3285,31-08-2018,,0,20994,1,1,Prepaid,7
11494979565,male,23,5406,31-08-2018,,0,29665,2,1,Prepaid,23
56460598374,female,58,4492,31-08-2018,,0,23008,2,1,Prepaid,5
53053400091,female,31,3900,31-08-2018,,0,20250,2,1,Prepaid,6
86444451391,female,40,3367.5,31-08-2018,18-08-2023,1,21176,2,1,Prepaid,7
41633107287,female,55,3185.5,31-08-2018,,0,20091,2,1,Prepaid,7
30947970244,female,36,4146,31-08-2018,,0,22027,2,1,Prepaid,4
35983069121,female,46,3850,31-08-2018,,0,20799,2,1,Prepaid,4
48356619780,male,18,4310,31-08-2018,,0,25685,2,1,Prepaid,8
41273690136,female,41,3864,31-08-2018,,0,22914,2,1,Prepaid,24
12006407082,male,22,4572,31-08-2018,,0,25715,5,1,Prepaid,5
51562979347,female,23,3864,31-08-2018,,0,24515,2,1,Prepaid,24
42443119182,male,21,2246,31-08-2018,30-05-2021,1,11162,2,1,Prepaid,6
97661695758,female,56,4398,31-08-2018,,0,26405,2,1,Postpaid,27
79908335455,male,51,3234,31-08-2018,07-01-2022,1,21575,2,1,Prepaid,15
47375053643,male,28,224,31-08-2018,14-11-2018,1,1899,2,4,Postpaid,32
30845535948,male,58,4270,31-08-2018,,0,26581,2,1,Prepaid,14
17295848300,male,46,5642,31-08-2018,,0,45194,4,4,Postpaid,32
65269798256,male,21,4322,31-08-2018,17-12-2023,1,21729,2,1,Prepaid,5
20076804895,female,29,210Unlimited Data210730112730210Unlimited Data730Unlimited Data150210730,31-08-2018,,0,25685,5,1,Prepaid,6
99419456145,female,57,4488,31-08-2018,,0,26956,2,1,Prepaid,21
24312717363,female,55,730730Unlimited Data730Unlimited Data730730Unlimited DataUnlimited Data,31-08-2018,,0,23799,2,1,Postpaid,29
13728089750,female,36,3465,31-08-2018,,0,22153,2,1,Prepaid,18
21347073793,male,26,5040,31-08-2018,,0,27271,2,1,Prepaid,11
69127258212,female,58,3864,31-08-2018,,0,22738,2,1,Prepaid,13
82890666782,female,53,3864,31-08-2018,,0,24718,3,1,Prepaid,22
17117386705,female,24,3860,31-08-2018,,0,20240,2,1,Prepaid,5
97117002853,female,39,4548,31-08-2018,,0,23790,2,1,Prepaid,4
88791221234,male,35,3552,31-08-2018,,0,24453,2,1,Prepaid,14
78423367140,female,23,2454,31-08-2018,,0,23194,2,1,Prepaid,26
50796737873,male,31,3738,31-08-2018,,0,23555,2,1,Prepaid,13
40413027816,male,64,3864,31-08-2018,,0,22462,2,1,Prepaid,14
55757134490,male,61,3710,31-08-2018,04-10-2021,1,36057,2,5,Postpaid,33
68171494302,male,25,4096,31-08-2018,,0,21354,2,1,Prepaid,6
96308573092,female,42,3920,31-08-2018,,0,22792,2,1,Prepaid,14
64291940963,female,54,5012,31-08-2018,,0,37175,2,1,Prepaid,24
91600854406,female,33,4032,31-08-2018,,0,28090,2,1,Prepaid,14
57191751887,female,25,4760,31-08-2018,,0,27676,2,1,Prepaid,9
32691440620,male,45,3024,31-08-2018,13-03-2022,1,16499,2,1,Prepaid,10
24254077168,male,33,5810,31-08-2018,,0,46399,2,1,Prepaid,19
12311250509,male,50,4837.5,31-08-2018,,0,38510,2,1,Prepaid,7
72262787662,male,36,565684Unlimited DataUnlimited DataUnlimited DataUnlimited Data84730565656567308456565684565656Unlimited DataUnlimited Data730730,31-08-2018,,0,29614,4,1,Prepaid,4
97726593794,female,49,4800,31-08-2018,,0,25797,2,1,Prepaid,5
54671987599,female,35,1302,31-08-2018,11-09-2020,1,8802,3,1,Prepaid,2
68868754786,male,54,3402,31-08-2018,,0,21336,2,1,Prepaid,13
90926634507,male,21,168115.5168115.5Unlimited DataUnlimited Data115.5168115.5168115.5Unlimited Data115.5Unlimited DataUnlimited Data115.5168Unlimited Data115.5Unlimited Data168115.5Unlimited DataUnlimited DataUnlimited DataUnlimited Data115.5Unlimited Data115.5115.5Unlimited Data168168,31-08-2018,,0,33153,3,1,Prepaid,23
36146278209,female,33,5350,31-08-2018,,0,34411,2,1,Postpaid,28
15094038320,male,38,1234,31-08-2018,20-01-2020,1,6536,2,1,Prepaid,6
68767773184,female,63,3367.5,31-08-2018,,0,21176,2,1,Prepaid,7
23100860991,female,40,4672,31-08-2018,,0,30656,2,1,Postpaid,27
29266527866,male,65,4000,31-08-2018,,0,20540,2,1,Prepaid,5
16322556236,male,38,6524,31-08-2018,,0,60867,2,5,Postpaid,33
23325883131,female,54,2828,31-08-2018,02-09-2021,1,15532,2,1,Prepaid,11
11550565151,male,38,2358,31-08-2018,05-05-2021,1,11892,2,1,Prepaid,5
61271808644,male,26,4706,31-08-2018,,0,28795,2,1,Postpaid,27
98467994035,female,25,4557,31-08-2018,,0,26155,3,1,Prepaid,16
18791126570,male,31,730,31-08-2018,18-02-2019,1,3699,1,1,Prepaid,5
34042364103,female,58,3970,31-08-2018,,0,27803,2,1,Prepaid,17
81570624279,female,39,5964,31-08-2018,,0,38686,3,1,Prepaid,10
28293611688,male,34,2898,31-08-2018,,0,19814,2,1,Prepaid,1
32361691975,female,32,3898,31-08-2018,,0,20011,2,1,Prepaid,5
91100138106,female,61,1571,31-08-2018,05-07-2020,1,10195,3,1,Prepaid,7
43608812457,male,51,6554,31-08-2018,,0,37119,2,1,Postpaid,28
89714030745,female,28,3472,31-08-2018,,0,21595,2,1,Prepaid,14
77720418904,male,33,270Unlimited Data270270270Unlimited Data270270270,31-08-2018,04-02-2022,1,14645,2,1,Prepaid,12
73174705399,male,41,4170,31-08-2018,,0,28745,2,1,Postpaid,27
24899563518,male,39,3465.5,31-08-2018,,0,21852,3,1,Prepaid,7
91547912225,male,43,2989.5,31-08-2018,,0,19232,2,1,Prepaid,7
26481341304,male,23,3100,31-08-2018,,0,21194,3,1,Prepaid,12
56333412278,male,28,1176,31-08-2018,05-11-2019,1,6165,2,1,Prepaid,9
49511878090,female,46,4000,31-08-2018,,0,20340,2,1,Prepaid,6
61996013211,male,42,4192,31-08-2018,,0,25096,2,1,Prepaid,17
76637769233,male,40,4158,31-08-2018,,0,26947,3,1,Prepaid,19
51060589129,female,48,4042,31-08-2018,,0,21050,2,1,Prepaid,5
18338589204,female,41,3274,31-08-2018,,0,21501,2,1,Prepaid,16
98937205642,female,59,3108,31-08-2018,06-07-2023,1,19359,2,1,Prepaid,13
65197465887,female,31,3962,31-08-2018,,0,27389,2,1,Prepaid,14
69979330214,male,28,7040,31-08-2018,,0,53761,2,4,Postpaid,32
87130009942,male,54,4256,31-08-2018,,0,24676,2,1,Prepaid,2
17469796642,female,58,3144,31-08-2018,,0,21703,3,1,Prepaid,26
61272794743,female,21,112112Unlimited Data112Unlimited Data112Unlimited Data112112112Unlimited DataUnlimited DataUnlimited Data112112Unlimited DataUnlimited DataUnlimited DataUnlimited Data112112Unlimited DataUnlimited Data112Unlimited Data112Unlimited Data112112Unlimited Data112Unlimited DataUnlimited DataUnlimited DataUnlimited DataUnlimited DataUnlimited Data112Unlimited Data112112Unlimited Data112Unlimited Data112112Unlimited DataUnlimited Data112112112Unlimited Data112112112112112112112112Unlimited DataUnlimited DataUnlimited Data112Unlimited Data,31-08-2018,,0,55557,2,1,Postpaid,29
82166934027,male,31,3212,31-08-2018,,0,21122,2,1,Prepaid,16
77366853242,female,41,4084.5,31-08-2018,,0,23115,2,1,Prepaid,10
28165269811,male,52,6160,31-08-2018,,0,48805,2,1,Prepaid,9
99949529133,male,44,3570,31-08-2018,,0,22183,2,1,Prepaid,12
72384862696,female,33,4930,31-08-2018,,0,34388,5,1,Prepaid,14
14892491848,male,23,800,31-08-2018,26-12-2018,1,4068,2,1,Prepaid,6
88615691385,female,20,3164,31-08-2018,,0,20654,2,1,Prepaid,1
37972799555,male,26,7307304890Unlimited DataUnlimited Data7309048730Unlimited Data4848Unlimited Data730,31-08-2018,,0,25817,4,1,Prepaid,6
30674028935,male,38,3584,31-08-2018,07-07-2023,1,23161,2,1,Prepaid,18
63173982487,male,33,4014.5,31-08-2018,,0,25065,5,1,Prepaid,18
82128853324,female,33,4186,31-08-2018,,0,25809,2,1,Prepaid,23
15903790575,male,64,3146.5,31-08-2018,,0,22117,2,1,Prepaid,25
85756507018,female,51,2470,31-08-2018,14-11-2021,1,16398,2,1,Prepaid,7
64404189732,female,23,5096,31-08-2018,,0,39382,2,5,Postpaid,33
35449086786,female,34,2856,31-08-2018,05-12-2022,1,18506,2,1,Prepaid,23
64763769820,female,20,3570,31-08-2018,28-11-2022,1,29619,2,2,Postpaid,31
87170075578,male,22,3547.5,31-08-2018,,0,19543,3,1,Prepaid,6
41378028454,female,59,4112.5,31-08-2018,,0,24096,3,1,Prepaid,6
14721602933,male,28,4604,31-08-2018,,0,23822,2,1,Prepaid,5
60708098334,female,25,4060,31-08-2018,,0,30332,2,2,Postpaid,31
98196194971,male,38,84Unlimited DataUnlimited DataUnlimited Data8484Unlimited DataUnlimited DataUnlimited Data84Unlimited DataUnlimited DataUnlimited Data84Unlimited Data8484848484Unlimited Data84Unlimited DataUnlimited DataUnlimited DataUnlimited DataUnlimited DataUnlimited Data84848484Unlimited Data848484Unlimited DataUnlimited Data84Unlimited Data848484Unlimited DataUnlimited DataUnlimited Data84Unlimited Data84Unlimited Data84848484Unlimited Data84Unlimited Data84,31-08-2018,10-06-2023,1,47098,2,1,Prepaid,15
89728605639,female,65,5372.5,31-08-2018,,0,43211,2,1,Prepaid,16
93136267918,male,39,4779,31-08-2018,,0,27900,2,1,Prepaid,16
64089250347,female,35,2929.5,31-08-2018,,0,19411,2,1,Prepaid,7
14999079061,female,56,4116,31-08-2018,,0,24294,2,1,Prepaid,17
90191396265,female,57,5292,31-08-2018,,0,33516,2,1,Prepaid,10
92397290834,female,20,2620,31-08-2018,05-05-2021,1,14326,3,1,Prepaid,5
53388627863,male,53,4842,31-08-2018,,0,27223,2,1,Postpaid,28
11508316867,female,19,5298,31-08-2018,,0,29547,3,1,Prepaid,15
70707813404,female,46,3864,31-08-2018,,0,22916,2,1,Prepaid,21
73895637964,male,34,4172,31-08-2018,,0,25167,2,1,Prepaid,13
85336902287,female,29,924,31-08-2018,11-08-2019,1,7197,2,5,Postpaid,33
70730529547,male,50,2989.5,31-08-2018,,0,19232,2,1,Prepaid,7
19314309631,male,52,3384,31-08-2018,,0,22218,2,1,Prepaid,18
23218049333,male,25,3820,31-08-2018,,0,27562,2,1,Prepaid,17
73824370934,male,57,3654,31-08-2018,,0,23163,2,1,Prepaid,3
28548955640,male,50,4740,31-08-2018,,0,29684,2,1,Postpaid,27
82811118155,male,35,3920,31-08-2018,,0,20244,2,1,Prepaid,5
61051837101,female,60,4116,31-08-2018,,0,25245,2,1,Prepaid,20
84077356912,male,38,700,31-08-2018,13-01-2019,1,7005,1,5,Postpaid,33
91257438097,female,22,2436,31-08-2018,09-11-2021,1,18251,2,2,Postpaid,31
43745744239,female,42,3262,31-08-2018,,0,22667,4,1,Prepaid,1
85983297479,male,49,1250,31-08-2018,03-12-2019,1,9015,2,1,Postpaid,27
23068507816,male,41,4015,31-08-2018,,0,21794,2,1,Prepaid,5
58963740440,male,59,5264,31-08-2018,,0,31172,2,1,Prepaid,15
27929057865,female,21,4284,31-08-2018,,0,23721,2,1,Prepaid,2
96119804341,male,60,4368,31-08-2018,,0,25248,2,1,Prepaid,24
90910925149,female,33,5320,31-08-2018,,0,34328,4,1,Prepaid,20
25182384582,female,40,8540,31-08-2018,,0,73261,1,4,Postpaid,32
56476232683,female,44,4872,31-08-2018,,0,26345,2,1,Prepaid,11
71518738584,male,27,3860,31-08-2018,,0,19740,2,1,Prepaid,6
66104911641,female,57,2310,31-08-2018,21-02-2021,1,17013,2,1,Prepaid,19
11120447739,male,65,4472,31-08-2018,,0,23814,4,1,Prepaid,1
46444250697,female,32,4760,31-08-2018,,0,31892,1,1,Prepaid,20
83303076385,male,27,3800,31-08-2018,,0,25040,2,1,Prepaid,22
87556357377,male,43,4490,31-08-2018,,0,22985,2,1,Prepaid,6
12826745921,male,38,3696,31-08-2018,,0,23006,2,1,Prepaid,2
63068979779,male,63,3509,31-08-2018,,0,22454,2,1,Prepaid,7
39398043478,female,26,4368,31-08-2018,,0,29406,2,1,Prepaid,3
26914091792,male,37,3528,31-08-2018,,0,22554,2,1,Prepaid,2
23487973128,female,32,2980,31-08-2018,,0,19530,2,1,Prepaid,25
70575294777,female,55,4032,31-08-2018,,0,26532,2,1,Prepaid,15
16720101470,female,63,140Unlimited Data1408414014084Unlimited DataUnlimited DataUnlimited Data8421084Unlimited DataUnlimited DataUnlimited Data21084210140210Unlimited Data842108414021021084Unlimited Data140Unlimited Data848484210Unlimited DataUnlimited Data2108421084140210,31-08-2018,,0,49046,4,1,Prepaid,19
40647156381,male,60,3565,31-08-2018,,0,23796,2,1,Prepaid,7
31739398409,female,23,3864,31-08-2018,,0,22696,2,1,Prepaid,14
14661819943,female,43,980,31-08-2018,10-10-2019,1,6391,2,1,Prepaid,24
48849875585,male,26,5544,31-08-2018,,0,40700,2,1,Prepaid,14
76668257510,female,43,4760,31-08-2018,,0,29792,2,1,Prepaid,20
80113337566,female,20,3930,31-08-2018,,0,19820,2,1,Prepaid,6
55448123007,female,49,2482,31-08-2018,08-07-2022,1,15271,5,1,Prepaid,12
39840519304,female,24,5640,31-08-2018,,0,38642,2,1,Prepaid,19
26541964149,female,43,5936,31-08-2018,,0,31432,2,1,Prepaid,9
23749516580,male,62,5516,31-08-2018,,0,40148,2,1,Prepaid,14
17154498146,female,20,5488,31-08-2018,,0,39972,2,1,Prepaid,18
83491514117,male,41,3782,31-08-2018,,0,25155,2,1,Prepaid,8
61492442901,male,42,4274,31-08-2018,,0,24125,5,1,Prepaid,3
88203205102,male,33,3990,31-08-2018,,0,24141,2,1,Prepaid,20
93159467411,male,38,547.5,31-08-2018,05-03-2019,1,3499,1,1,Prepaid,7
91706947737,male,38,1570,31-08-2018,15-06-2020,1,13971,2,2,Postpaid,31
73750625201,male,21,4004,31-08-2018,,0,26438,5,1,Prepaid,23
90290201998,male,20,70Unlimited DataUnlimited DataUnlimited Data70707070Unlimited DataUnlimited Data70Unlimited Data70Unlimited DataUnlimited DataUnlimited DataUnlimited DataUnlimited DataUnlimited DataUnlimited Data70Unlimited DataUnlimited DataUnlimited Data70Unlimited Data7070Unlimited DataUnlimited Data707070Unlimited Data70Unlimited DataUnlimited DataUnlimited DataUnlimited DataUnlimited DataUnlimited DataUnlimited DataUnlimited Data7070707070Unlimited Data707070Unlimited DataUnlimited Data707070Unlimited Data70Unlimited Data7070Unlimited DataUnlimited Data,31-08-2018,,0,53896,2,1,Postpaid,29
47782562074,male,39,5124,31-08-2018,,0,35979,2,1,Prepaid,24
